,ParcelID,ActualYear,TotalFinis,SaleAmount,NumberBeds,year,month,year-month,price_SF,geometry,DISTRICTID,GEOID,ZONE
58063,081B083B,1972,3994,749900,4,2021,4,2021-4,187.756635,POINT (688657.8923501655 1292154.5584424895),1,13073030108,R-2
58070,081B089,1974,4357,550000,4,2023,8,2023-8,126.233647,POINT (687748.1205159114 1290486.9836740997),1,13073030108,R-2
58080,081B228,1978,2611,279900,4,2018,5,2018-5,107.2003064,POINT (686308.1793359501 1290980.786949871),1,13073030108,R-2
58098,081B249,1979,2672,337500,4,2020,4,2020-4,126.3098802,POINT (686775.8379255546 1288468.6562739243),1,13073030108,R-2
58107,081B258,1994,4175,720000,5,2022,6,2022-6,172.4550898,POINT (690392.0165321234 1291299.8426114507),1,13073030108,R-2
58108,081B259,1993,4932,910000,4,2022,6,2022-6,184.5093268,POINT (689235.1397436234 1292463.6159417913),1,13073030107,R-1
58125,081B614,1993,2410,276000,4,2018,8,2018-8,114.5228216,POINT (683584.7517595947 1291373.8511191264),1,13073030108,PUD
58128,081B617,1992,2403,450000,3,2023,6,2023-6,187.2659176,POINT (683870.8073052714 1291649.6604751546),1,13073030108,PUD
58133,081B622,1996,2245,280000,3,2018,8,2018-8,124.7216036,POINT (683803.2185022467 1291392.1532123054),1,13073030108,PUD
58148,081B638,2006,2473,307500,4,2018,11,2018-11,124.3429034,POINT (684143.7782680227 1290748.9759612333),1,13073030108,PUD
58150,081B640,1990,2098,430000,2,2023,6,2023-6,204.957102,POINT (684012.3578033793 1290871.67900658),1,13073030108,PUD
58157,081B647,1991,2720,422000,3,2022,10,2022-10,155.1470588,POINT (683665.1739360666 1291054.1270728542),1,13073030108,PUD
58159,081B649,1992,2466,280000,4,2023,6,2023-6,113.5442011,POINT (683640.5614245712 1291179.3236779175),1,13073030108,PUD
58176,081C015,1972,1843,195000,3,2022,7,2022-7,105.8057515,POINT (690060.4280527915 1287649.05106783),1,13073030108,R-3
58178,081C017,1973,2327,252000,3,2021,6,2021-6,108.2939407,POINT (690232.7790803397 1287640.1637025478),1,13073030108,R-3
58182,081C021,1973,1781,235000,3,2021,6,2021-6,131.9483436,POINT (690313.672083569 1287719.3153289112),1,13073030108,R-3
58183,081C022,1975,1884,163000,3,2018,7,2018-7,86.51804671,POINT (690414.9408140867 1287737.658974836),1,13073030108,R-3
58185,081C024,1975,1292,169900,3,2021,7,2021-7,131.501548,POINT (690421.4634997338 1287682.6547037011),1,13073030108,R-3
58187,081C026,1975,1292,79000,2,2018,11,2018-11,61.14551084,POINT (690428.3703632902 1287635.8047476185),1,13073030108,R-3
58188,081C027,1975,1686,219500,3,2023,10,2023-10,130.1897983,POINT (690422.191874069 1287585.898542364),1,13073030108,R-3
58192,081C031,1975,1892,209000,3,2021,3,2021-3,110.4651163,POINT (690491.7980923638 1287511.5600201143),1,13073030108,R-3
58196,081C035,1975,1740,170000,3,2021,7,2021-7,97.70114943,POINT (690538.1597013095 1287682.7247550036),1,13073030108,R-3
58199,081C038,1975,1658,185000,3,2020,10,2020-10,111.5802171,POINT (690542.3637603018 1287808.8387413644),1,13073030108,R-3
58200,081C039,1975,1330,145000,3,2021,7,2021-7,109.0225564,POINT (690566.3710742979 1287822.3813762115),1,13073030108,R-3
58202,081C042,1983,1868,157000,3,2018,3,2018-3,84.04710921,POINT (690499.9597129052 1286943.2562520166),1,13073030108,PUD
58203,081C043,1983,1734,176750,2,2020,12,2020-12,101.9319493,POINT (690464.587468069 1286956.3193681447),1,13073030108,PUD
58204,081C044,1983,1968,225000,3,2023,3,2023-3,114.3292683,POINT (690440.7011480089 1286961.5535339613),1,13073030108,PUD
58209,081C049,1983,1729,220000,3,2022,9,2022-9,127.2411799,POINT (690286.0256434147 1287036.0393341384),1,13073030108,PUD
58210,081C050,1986,1992,140000,3,2018,9,2018-9,70.2811245,POINT (690250.2296232892 1287077.502068149),1,13073030108,PUD
58211,081C051,1986,1755,195000,3,2021,10,2021-10,111.1111111,POINT (690199.8917984477 1287048.5133777584),1,13073030108,PUD
58213,081C053,1986,1755,155000,3,2018,8,2018-8,88.31908832,POINT (690153.7069182027 1287052.8080879834),1,13073030108,PUD
58215,081C055,1986,1990,106000,3,2020,10,2020-10,53.26633166,POINT (690089.4987812772 1287055.1724775024),1,13073030108,PUD
58218,081C058,1987,1913,173000,3,2021,2,2021-2,90.4338735,POINT (689985.3820290397 1287091.5060803546),1,13073030108,PUD
58224,082 002Q,1992,1901,312500,4,2020,8,2020-8,164.3871647,POINT (681485.2418823983 1294932.9499402333),1,13073030107,R-1
58245,082 010C,2000,5298,750000,4,2021,3,2021-3,141.5628539,POINT (682569.7168373789 1292703.068679788),1,13073030107,R-1
58251,082 011,2014,4027,920000,4,2023,9,2023-9,228.4579091,POINT (683022.396837775 1292764.7675523544),1,13073030107,R-1
58252,082 011A,1977,1804,115000,3,2018,12,2018-12,63.74722838,POINT (683189.5743262002 1292481.8156192477),1,13073030107,R-1
58255,082 016,1978,1700,150000,3,2023,4,2023-4,88.23529412,POINT (687099.1584158599 1293947.202102627),1,13073030107,R-1
58258,082 019,1976,3325,825000,4,2023,7,2023-7,248.1203008,POINT (686585.0701989026 1294755.322800216),1,13073030107,R-1
58264,082 024,1981,2936,389500,5,2021,3,2021-3,132.6634877,POINT (686423.310748697 1295430.8491087323),1,13073030107,R-1
58288,082 345,2008,2754,297000,4,2020,8,2020-8,107.8431373,POINT (683411.3545124079 1295150.991740958),1,13073030107,R-2
58293,082 350,2009,2627,265000,4,2019,6,2019-6,100.8755234,POINT (683007.0869353405 1294707.9988689078),1,13073030107,R-2
58301,082 358,2014,3784,448500,5,2020,11,2020-11,118.52537,POINT (685511.773417841 1297297.061102081),1,13073030107,R-2
58303,082 360,2013,4078,420000,4,2020,11,2020-11,102.9916626,POINT (685357.9405995371 1297207.2069287405),1,13073030107,R-2
58318,082 372,2014,2917,375000,5,2021,9,2021-9,128.5567364,POINT (684363.6860699264 1296410.0551328969),1,13073030107,R-2
58319,082 373,2014,3035,315000,5,2018,9,2018-9,103.7891269,POINT (684307.4063803154 1296353.1984409343),1,13073030107,R-2
58322,077H329,2005,4104,810000,4,2023,10,2023-10,197.3684211,POINT (676047.6094985515 1293573.7677595078),1,13073030103,PUD
58325,077H332,1991,3418,408500,5,2021,6,2021-6,119.5143359,POINT (675887.0094361728 1293536.5708654171),1,13073030103,PUD
58334,077H341,1992,2298,313000,3,2021,9,2021-9,136.205396,POINT (677915.1842735969 1291950.8837524091),1,13073030103,PUD
58343,077H350,1992,2705,410000,4,2022,8,2022-8,151.5711645,POINT (677669.5178080753 1291897.60260951),1,13073030103,PUD
58345,077H352,1992,2284,375000,4,2021,5,2021-5,164.1856392,POINT (677597.0698240951 1292059.012788909),1,13073030103,PUD
58350,077H357,1994,4299,390000,4,2020,9,2020-9,90.71877181,POINT (672863.7120235963 1291975.6872388034),1,13073030103,PUD
58351,077H358,1994,5992,641000,6,2022,1,2022-1,106.975968,POINT (672954.9680207997 1292033.167982107),1,13073030103,PUD
58353,077H360,1995,6096,435000,5,2018,8,2018-8,71.35826772,POINT (673212.7164804044 1292246.1477473287),1,13073030103,PUD
58357,077H364,1993,3664,344400,4,2021,2,2021-2,93.99563319,POINT (673464.2282430265 1292644.8705744955),1,13073030103,PUD
58360,077H367,1998,3416,389000,4,2018,6,2018-6,113.8758782,POINT (673704.2843802754 1292680.747207749),1,13073030103,PUD
58361,077H368,1996,3319,382400,4,2020,2,2020-2,115.2154263,POINT (673794.8626169008 1292616.5545133217),1,13073030103,PUD
58362,077H369,1998,5140,342825,5,2019,8,2019-8,66.69747082,POINT (673771.5326571561 1292486.747368314),1,13073030103,PUD
58363,077H370,1993,3598,415000,4,2020,10,2020-10,115.3418566,POINT (673676.1357043814 1292406.165812177),1,13073030103,PUD
58365,077H372,1993,3708,350000,5,2018,11,2018-11,94.39050701,POINT (673511.573456722 1292349.0484283774),1,13073030103,PUD
58373,077I058,1991,2246,238000,4,2020,6,2020-6,105.9661621,POINT (674822.1828942762 1297444.596928913),1,13073030310,R-2
58379,077I064,1991,2268,260000,4,2021,10,2021-10,114.638448,POINT (675297.6497192226 1297233.6286396603),1,13073030310,R-2
58380,077I065,1990,1945,266000,3,2021,7,2021-7,136.7609254,POINT (675253.284799159 1297140.7917075455),1,13073030310,R-2
58381,077I066,1990,1824,209000,3,2022,12,2022-12,114.5833333,POINT (675443.0183381231 1297166.7718690885),1,13073030310,R-2
58383,077I068,1991,2088,270000,4,2021,3,2021-3,129.3103448,POINT (675386.2366051901 1296939.93295426),1,13073030310,R-2
58392,077I077,1991,2079,265000,4,2022,2,2022-2,127.4651275,POINT (674728.2610729986 1297164.3804624681),1,13073030310,R-2
58394,077I079,1991,2118,280000,4,2021,11,2021-11,132.2001889,POINT (674602.5758182328 1297263.567452359),1,13073030310,R-2
58395,077I080,1991,1797,180000,3,2021,3,2021-3,100.1669449,POINT (674539.5942485767 1297313.0321784476),1,13073030310,R-2
58398,077I083,1991,2061,214000,3,2019,5,2019-5,103.8330907,POINT (674339.5500664535 1297446.9575966308),1,13073030310,R-2
58402,077I087,1991,2321,305000,3,2022,6,2022-6,131.4088755,POINT (674142.4717395303 1297617.0971257687),1,13073030310,R-2
58404,077I089,1992,2122,224900,4,2020,9,2020-9,105.9849199,POINT (675150.9041162342 1297394.433684756),1,13073030310,R-2
58416,077I1000,2011,3168,485000,5,2021,7,2021-7,153.0934343,POINT (675437.4996797871 1303718.7648296973),1,13073030310,R-1A
58419,077I393,1994,2015,209000,4,2018,7,2018-7,103.7220844,POINT (674949.7217733852 1298566.7136699583),1,13073030310,PUD
58423,077I397,1995,1773,253000,3,2022,8,2022-8,142.6959955,POINT (675184.38908855 1298747.8126389182),1,13073030310,PUD
58424,077I398,1995,1863,203000,3,2019,4,2019-4,108.9640365,POINT (675276.4634699991 1298737.189506606),1,13073030310,PUD
58425,077I399,1995,2231,205000,4,2019,6,2019-6,91.88704617,POINT (675330.1512433136 1298815.2008344939),1,13073030310,PUD
58431,077I405,1994,1566,259900,3,2023,7,2023-7,165.9642401,POINT (675322.8883134294 1298968.2851119954),1,13073030310,PUD
58433,077I407,1994,1837,204000,3,2019,3,2019-3,111.050626,POINT (675453.3194945892 1299034.5896247835),1,13073030310,PUD
58439,077I413,1995,1555,260000,3,2022,11,2022-11,167.2025723,POINT (674977.2863807767 1299158.6579245166),1,13073030310,PUD
58445,077I419,1994,1752,260000,3,2022,2,2022-2,148.4018265,POINT (674440.7523543711 1297872.0694076193),1,13073030310,PUD
58447,077I421,1994,1776,281000,3,2023,4,2023-4,158.2207207,POINT (674579.8162194442 1297774.2054717669),1,13073030310,PUD
58449,077I423,1996,1932,205000,3,2020,9,2020-9,106.1076605,POINT (674738.039541704 1297653.4423484853),1,13073030310,PUD
58452,077I426,1997,1995,270000,3,2023,9,2023-9,135.3383459,POINT (674791.1830901772 1297874.7857476636),1,13073030310,PUD
58456,077I430,1995,1888,185000,3,2019,9,2019-9,97.98728814,POINT (674481.973960662 1298044.2959985249),1,13073030310,PUD
58457,077I431,1996,2256,124362,4,2019,8,2019-8,55.125,POINT (674534.024437275 1298136.0843635993),1,13073030310,PUD
58458,077I432,1997,1842,308000,3,2023,7,2023-7,167.2095548,POINT (674623.8958257894 1298133.4561539462),1,13073030310,PUD
58459,077I433,1995,1947,220000,4,2020,8,2020-8,112.9943503,POINT (674699.0016189909 1298068.5291017415),1,13073030310,PUD
58461,077I435,1996,2568,211000,3,2021,10,2021-10,82.16510903,POINT (674862.8605734627 1297964.2045855003),1,13073030310,PUD
58467,077I775,2004,4839,423300,4,2019,4,2019-4,87.47675139,POINT (674412.9842123332 1300590.7302860399),1,13073030310,R-2
58470,077I778,2004,2829,450000,5,2023,8,2023-8,159.0668081,POINT (674719.2314263029 1300829.3786166029),1,13073030310,R-2
58477,077I785,2007,4296,552500,5,2021,12,2021-12,128.6080074,POINT (674740.1169039808 1300430.7561120805),1,13073030310,R-2
58483,077I791,2006,2741,314900,4,2020,10,2020-10,114.8850784,POINT (674667.9881470506 1301290.2064079642),1,13073030310,R-1A
58484,077I792,2005,2347,299900,5,2020,7,2020-7,127.7801449,POINT (674718.6298599235 1301352.4879644257),1,13073030310,R-1A
58490,077I798,2005,2891,415000,4,2022,6,2022-6,143.548945,POINT (675160.5694730255 1301435.6191895998),1,13073030310,R-1A
58494,077I802,2006,2600,310000,5,2020,6,2020-6,119.2307692,POINT (675498.1263731815 1301470.2120117606),1,13073030310,R-1A
58500,077I808,2005,2473,355000,5,2021,9,2021-9,143.5503437,POINT (675836.7506396585 1301868.4835555041),1,13073030310,R-1A
58501,077I809,2006,2977,320000,5,2019,1,2019-1,107.4907625,POINT (675961.0054023605 1301811.6342536109),1,13073030310,R-1A
58503,077I810B,2006,3202,460000,4,2022,2,2022-2,143.6602124,POINT (676188.6253893415 1301772.902773589),1,13073030310,R-1A
58505,077I812,2006,3467,350000,5,2020,5,2020-5,100.9518316,POINT (676285.2795682974 1301930.646887866),1,13073030310,R-1A
58512,077I819,2006,3338,415000,5,2021,7,2021-7,124.3259437,POINT (676237.3380829365 1302263.958504889),1,13073030310,R-1A
58513,077I820,2006,2523,299900,4,2020,9,2020-9,118.8664289,POINT (676186.6798639013 1302178.7967317272),1,13073030310,R-1A
58518,078 122A,1999,1809,80000,3,2019,7,2019-7,44.22332781,POINT (671191.9909711572 1284347.391948463),1,13073030603,R-3
58523,078 133,1960,2350,318000,4,2023,10,2023-10,135.3191489,POINT (675467.0236296247 1283360.7251620905),1,13073030105,R-3
58583,078 477,2005,3111,389900,4,2019,2,2019-2,125.3294761,POINT (671394.1425730551 1292072.6710531875),1,13073030103,R-2
58584,078 478,2005,4250,549900,5,2021,7,2021-7,129.3882353,POINT (671460.8625070006 1292037.1705659258),1,13073030103,R-2
58590,078 484,2005,3400,374900,4,2018,5,2018-5,110.2647059,POINT (671844.9113892232 1292279.9449737987),1,13073030103,R-2
58591,078 485,2005,3593,380000,4,2018,6,2018-6,105.7612023,POINT (671887.325101599 1292342.0130813331),1,13073030103,R-2
58592,078 486,2013,3936,640000,4,2022,10,2022-10,162.601626,POINT (671935.4381543439 1292402.6494846311),1,13073030103,R-2
58596,078 490,2007,4029,425000,4,2020,10,2020-10,105.4852321,POINT (671832.4548444035 1292647.4025734433),1,13073030103,R-2
58607,078 501,2005,3445,375000,4,2019,4,2019-4,108.8534107,POINT (671236.3705610147 1292430.5389676704),1,13073030103,R-2
58608,078 502,2005,3585,334000,3,2018,5,2018-5,93.16596932,POINT (671199.5084497047 1292365.2236407397),1,13073030103,R-2
58610,078 504,2008,4119,535000,4,2020,11,2020-11,129.8858946,POINT (671125.7843877642 1292234.58837547),1,13073030103,R-2
58612,078 506,2005,3556,503900,5,2021,10,2021-10,141.704162,POINT (671478.9412206552 1292393.3268898677),1,13073030103,R-2
58614,078 508,2005,3750,397500,3,2019,6,2019-6,106,POINT (671571.250388248 1292551.4274408722),1,13073030103,R-2
58620,078 514,2005,1965,270000,3,2022,6,2022-6,137.4045802,POINT (674829.0648619827 1288335.3318361642),1,13073030105,PUD
58621,078 515,2005,1965,148000,3,2020,8,2020-8,75.31806616,POINT (674867.776491546 1288357.9599602048),1,13073030105,PUD
58625,078 519,2005,2008,202000,3,2022,9,2022-9,100.5976096,POINT (674973.6226184254 1288510.110114537),1,13073030105,PUD
58626,078 520,2005,1765,202000,4,2021,7,2021-7,114.4475921,POINT (674991.131720854 1288551.561714542),1,13073030105,PUD
58628,078 522,2008,1719,199900,3,2021,11,2021-11,116.2885398,POINT (675027.1394013562 1288620.0850230164),1,13073030105,PUD
58630,078 877,2020,1659,599970,3,2020,10,2020-10,361.6455696,POINT (672791.7954554108 1284713.866896241),1,13073030105,T-R
58631,078 878,2020,1627,231000,3,2021,6,2021-6,141.9791026,POINT (672805.1172791641 1284731.9990778198),1,13073030105,T-R
58633,078 880,2021,1560,227400,3,2021,5,2021-5,145.7692308,POINT (672981.5691900371 1284836.4386655309),1,13073030105,T-R
58634,078 881,2021,1627,293000,3,2022,5,2022-5,180.0860479,POINT (672999.7164634542 1284823.1371829472),1,13073030105,T-R
58635,078 882,2021,1627,211400,3,2021,5,2021-5,129.9323909,POINT (673015.847336703 1284811.3137157785),1,13073030105,T-R
58636,078 883,2021,1624,211400,3,2021,6,2021-6,130.1724138,POINT (673031.9781931961 1284799.4903320929),1,13073030105,T-R
58637,078 884,2021,1656,211400,3,2021,3,2021-3,127.6570048,POINT (673048.108771879 1284787.6665339256),1,13073030105,T-R
58638,078 885,2021,1624,211400,3,2021,3,2021-3,130.1724138,POINT (673064.2396283709 1284775.8429861963),1,13073030105,T-R
58639,078 886,2021,1656,287000,3,2023,3,2023-3,173.3091787,POINT (673080.3662450266 1284764.011141328),1,13073030105,T-R
58640,078 887,2021,1624,283000,3,2023,5,2023-5,174.2610837,POINT (673096.257136418 1284751.81620513),1,13073030105,T-R
58641,078 888,2021,1656,209900,3,2021,2,2021-2,126.7512077,POINT (673111.6598847501 1284738.9443027624),1,13073030105,T-R
58642,078 889,2021,1624,217900,3,2021,2,2021-2,134.1748768,POINT (673128.3402877932 1284723.4936078978),1,13073030105,T-R
58643,078 890,2020,1671,207900,3,2020,8,2020-8,124.4165171,POINT (673049.4126908357 1284647.2544672717),1,13073030105,T-R
58644,078 891,2020,1560,214900,3,2020,8,2020-8,137.7564103,POINT (673034.6486442431 1284627.079668242),1,13073030105,T-R
58645,078 892,2020,1560,282000,3,2023,4,2023-4,180.7692308,POINT (673019.8845661618 1284606.904839825),1,13073030105,T-R
58646,078 893,2020,1560,214900,3,2020,10,2020-10,137.7564103,POINT (673005.1206521206 1284586.730011407),1,13073030105,T-R
58647,078 894,2020,1560,290000,3,2022,5,2022-5,185.8974359,POINT (672990.3567380795 1284566.5551829897),1,13073030105,T-R
58648,078 895,2020,1560,268000,3,2022,8,2022-8,171.7948718,POINT (672975.5925985484 1284546.3803230778),1,13073030105,T-R
58649,078 896,2020,1552,270000,3,2022,11,2022-11,173.9690722,POINT (672960.8285819126 1284526.205362115),1,13073030105,T-R
58650,078 897,2020,1560,219900,3,2020,10,2020-10,140.9615385,POINT (672946.0646678697 1284506.0305336977),1,13073030105,T-R
58651,078 898,2020,1560,219900,3,2020,11,2020-11,140.9615385,POINT (672931.3007538297 1284485.8557052794),1,13073030105,T-R
58652,078 899,2020,1639,203900,3,2020,9,2020-9,124.4051251,POINT (672918.0131287504 1284467.6982817715),1,13073030105,T-R
58653,078 900,2020,1671,207900,3,2020,9,2020-9,124.4165171,POINT (672904.7230343317 1284449.5419352395),1,13073030105,T-R
58656,078 903,2021,1560,239000,3,2021,9,2021-9,153.2051282,POINT (672807.4632584926 1284393.655187647),1,13073030105,T-R
58657,078 904,2021,1560,275000,3,2022,9,2022-9,176.2820513,POINT (672730.7587580598 1284423.048149436),1,13073030105,T-R
58660,078 907,2021,1639,220400,3,2021,4,2021-4,134.4722392,POINT (672791.8075424467 1284506.246046521),1,13073030105,T-R
58661,078 908,2021,1671,211400,3,2021,5,2021-5,126.5110712,POINT (672805.1708208723 1284524.3293226196),1,13073030105,T-R
58662,078 909,2021,1639,215000,3,2021,5,2021-5,131.1775473,POINT (672817.0125965792 1284540.4468034469),1,13073030105,T-R
58663,078 910,2021,1671,211400,3,2021,5,2021-5,126.5110712,POINT (672828.8542723709 1284556.564225282),1,13073030105,T-R
58664,078 911,2021,1639,211400,3,2021,5,2021-5,128.981086,POINT (672840.6959481614 1284572.6818111583),1,13073030105,T-R
58665,078 912,2021,1671,120000,3,2023,3,2023-3,71.81328546,POINT (672852.5376406384 1284588.79943934),1,13073030105,T-R
58666,078 913,2021,1639,211400,3,2021,6,2021-6,128.981086,POINT (672864.3794471025 1284604.9167765572),1,13073030105,T-R
58667,078 914,2021,1671,211400,3,2021,6,2021-6,126.5110712,POINT (672876.2211395781 1284621.0342406966),1,13073030105,T-R
58669,078 916,2021,1671,211400,3,2021,6,2021-6,126.5110712,POINT (672899.9044911619 1284653.2694124468),1,13073030105,T-R
58670,078 917,2021,1639,220400,3,2021,6,2021-6,134.4722392,POINT (672913.2264785969 1284671.4014938327),1,13073030105,T-R
58671,078 918,2021,1639,270000,3,2023,2,2023-2,164.7345943,POINT (672965.7650294936 1284701.5947113663),1,13073030105,T-R
58679,078A311,2004,2409,245000,4,2019,11,2019-11,101.701951,POINT (672255.8230511141 1278873.491675584),2,13073030201,R-2
58686,078A318,2005,2492,355000,4,2022,12,2022-12,142.4558587,POINT (672108.3485447536 1278784.4706305277),2,13073030201,R-2
58688,078A320,2004,2955,227000,4,2022,12,2022-12,76.81895093,POINT (672262.0605147458 1278676.2358804021),2,13073030201,R-2
58689,078A321,2006,2861,255000,5,2019,8,2019-8,89.12967494,POINT (672323.7257055584 1278620.9077046216),2,13073030201,R-2
58692,078A324,2003,2406,228000,3,2019,10,2019-10,94.76309227,POINT (672273.27472362 1278402.2851025688),2,13073030201,R-2
58694,078A326,2002,2507,247000,4,2019,2,2019-2,98.52413243,POINT (672118.2125788542 1278335.6299554324),2,13073030201,R-2
58695,078A327,2004,2445,248000,4,2019,5,2019-5,101.4314928,POINT (671990.7189451389 1278250.7339167825),2,13073030201,R-2
58698,078A330,2003,2591,243000,4,2019,10,2019-10,93.78618294,POINT (671719.9564828948 1278286.9941166495),2,13073030201,R-2
58703,078A335,2002,2339,295000,3,2021,8,2021-8,126.1222745,POINT (671887.7122200181 1278645.6808436105),2,13073030201,R-2
58704,078A336,2003,2482,278000,4,2021,7,2021-7,112.0064464,POINT (671810.298416758 1278752.8397098863),2,13073030201,R-2
58709,078A341,2002,2348,230000,4,2020,7,2020-7,97.95570698,POINT (671500.746702033 1278524.3078877174),2,13073030201,R-2
58710,078A342,2003,2058,195000,4,2018,6,2018-6,94.75218659,POINT (671407.2426867826 1278477.4184418556),2,13073030201,R-2
58715,078B002,1966,1300,171000,3,2021,12,2021-12,131.5384615,POINT (673952.226551621 1271749.660482646),2,13073030202,R-3
58717,078B004,1966,1596,195000,4,2022,2,2022-2,122.1804511,POINT (674115.3955791491 1271727.6329730202),2,13073030202,R-3
58720,078B007,1964,1584,161000,3,2021,7,2021-7,101.6414141,POINT (674415.5734974899 1271686.6142094445),2,13073030202,R-3
58723,078B010,1966,1216,159900,3,2022,3,2022-3,131.4967105,POINT (674654.0971270669 1271654.6243586103),2,13073030202,R-3
58733,081 006B,1985,2356,154900,4,2019,11,2019-11,65.74702886,POINT (686195.7441221756 1297514.952932962),1,13073030107,R-1
58737,081 008,2023,3533,123000,4,2020,10,2020-10,34.81460515,POINT (686437.8613787516 1297368.3698568807),1,13073030107,R-1
58743,081 016,1968,2470,287500,4,2019,10,2019-10,116.3967611,POINT (686926.4684969924 1296924.207132241),1,13073030107,R-1
58745,081 018,2019,3590,1799900,5,2022,6,2022-6,501.3649025,POINT (686504.0469141311 1296892.8726256397),1,13073030107,R-1
58759,081 028,1987,3734,390000,4,2021,10,2021-10,104.4456347,POINT (685844.3162615832 1297373.580571954),1,13073030107,R-1
58760,081 029,1988,2911,370000,4,2019,3,2019-3,127.1040879,POINT (686051.0230784252 1297456.7008804376),1,13073030107,R-1
58761,081 030,1988,3273,429900,4,2021,10,2021-10,131.3473877,POINT (685889.8815440214 1297235.474765347),1,13073030107,R-1
58774,081 058,2005,2963,410000,5,2021,4,2021-4,138.3732703,POINT (681875.5920000533 1297366.2596880207),1,13073030107,PUD
58780,081 064,2006,3361,435000,4,2020,10,2020-10,129.4257661,POINT (681415.3603795423 1297405.749400854),1,13073030107,PUD
58781,081 065,2006,2820,555000,4,2023,5,2023-5,196.8085106,POINT (681338.3430251231 1297403.2019903066),1,13073030107,PUD
58783,081 482,2017,2506,415000,4,2020,9,2020-9,165.6025539,POINT (681959.6314810165 1296130.7904797322),1,13073030107,PUD
58784,081 483,2018,2806,408900,4,2018,12,2018-12,145.7234498,POINT (681981.7116019616 1296185.598431627),1,13073030107,PUD
58787,081 487,2022,3776,788272,5,2022,8,2022-8,208.7584746,POINT (683021.8288215966 1300032.2447593345),1,13073030107,PUD
58788,081 488,2021,3347,135000,5,2020,10,2020-10,40.33462803,POINT (682973.3544836815 1300105.4064109053),1,13073030107,PUD
58790,081 490,2019,4063,889900,5,2020,12,2020-12,219.0253507,POINT (683034.1548866917 1300258.0181861415),1,13073030107,PUD
58791,081 491,2018,4518,1090000,5,2020,10,2020-10,241.2571934,POINT (683085.6099411014 1300311.5588071293),1,13073030107,PUD
58792,081 492,2022,6625,1547200,5,2022,12,2022-12,233.5396226,POINT (683139.9123350594 1300363.0581530193),1,13073030107,PUD
58794,081 494,2019,4156,265000,4,2018,7,2018-7,63.76323388,POINT (683253.4922745408 1300474.8682173565),1,13073030107,PUD
58795,081 495,2019,5462,2200000,4,2022,11,2022-11,402.7828634,POINT (683332.6610656655 1300436.6874804934),1,13073030107,PUD
58797,081 498,2021,6414,1367985,5,2021,9,2021-9,213.2811038,POINT (683450.7099793098 1300284.4200268881),1,13073030107,PUD
58799,081 500,2019,3566,155000,4,2019,5,2019-5,43.46606842,POINT (683312.1871156811 1300153.1954801646),1,13073030107,PUD
58800,081 501A,2018,3445,739000,4,2021,6,2021-6,214.5137881,POINT (683257.9951064725 1300102.769512344),1,13073030107,PUD
58801,081 502,2020,3658,678328,5,2020,7,2020-7,185.4368507,POINT (683194.1021932059 1300052.7745928098),1,13073030107,PUD
58802,081 503,2020,3970,822961,6,2020,3,2020-3,207.2949622,POINT (683084.7900867872 1299579.0653996961),1,13073030107,PUD
58805,081 506,2020,4560,914028,6,2020,12,2020-12,200.4447368,POINT (682896.0580838514 1299422.3029007006),1,13073030107,PUD
58807,081 508,2023,5193,110000,5,2021,7,2021-7,21.18236087,POINT (682877.4127382064 1299168.5521522441),1,13073030107,PUD
58809,081 510,2021,4793,1135000,5,2021,11,2021-11,236.803672,POINT (683085.5887473292 1299237.1096605554),1,13073030107,PUD
58810,081 511,2021,6813,1400000,7,2023,10,2023-10,205.4895054,POINT (683209.4869718027 1299288.0938377632),1,13073030107,PUD
58812,081 513,2022,4512,1074667,5,2022,9,2022-9,238.1797429,POINT (683247.2430256292 1299085.3837294988),1,13073030107,PUD
58813,081 514,2020,3755,734210,5,2020,3,2020-3,195.5286285,POINT (683260.0623490253 1298992.8614533723),1,13073030107,PUD
58814,081 515,2019,4069,135000,4,2018,8,2018-8,33.17768493,POINT (683265.885823307 1298897.8127077334),1,13073030107,PUD
58815,081 516,2018,3505,140000,5,2018,4,2018-4,39.94293866,POINT (683274.700247217 1298777.3353965706),1,13073030107,PUD
58816,081 517,2018,4729,130500,7,2018,10,2018-10,27.59568619,POINT (683333.3195800213 1298660.7677739293),1,13073030107,PUD
58817,081 518,2020,3966,805659,4,2020,5,2020-5,203.1414523,POINT (683402.2740199874 1298578.5610067265),1,13073030107,PUD
58818,081 519,2020,3907,995000,5,2023,4,2023-4,254.6711031,POINT (683476.0920196553 1298517.5112595183),1,13073030107,PUD
58819,081 520,2022,4231,1100000,6,2022,9,2022-9,259.985819,POINT (683520.1569343157 1298428.1229037303),1,13073030107,PUD
58820,081 521,2019,3505,715000,5,2019,7,2019-7,203.9942939,POINT (683607.5610366322 1298243.6077047037),1,13073030107,PUD
58821,081 522,2018,4051,1100000,5,2023,4,2023-4,271.5378919,POINT (683706.2612811653 1298273.2522809973),1,13073030107,PUD
58824,081 525,2022,4620,1175000,4,2022,4,2022-4,254.3290043,POINT (683696.7994216293 1298598.2895752452),1,13073030107,PUD
58827,081 528,2021,3465,735000,5,2021,7,2021-7,212.1212121,POINT (683503.7286755947 1298862.6711539484),1,13073030107,PUD
58828,081 529,2023,4331,145000,5,2019,5,2019-5,33.47956592,POINT (683511.7398125111 1298981.1464757272),1,13073030107,PUD
